year,country,doc_number
1905,US,876043
1905,US,876042
1905,US,876041
1905,US,876040
1905,US,876039
1905,US,876038
1905,US,876037
1905,US,876036
1905,US,876035
1905,US,876034
1905,US,876033
1905,US,876032
1905,US,876031
1905,US,876030
1905,US,876029
1905,US,876028
1905,US,876027
1905,US,876026
1905,US,876025
1905,US,876024
1905,US,876023
1905,US,876022
1905,US,876021
1905,US,876020
1905,US,876019
1905,US,876018
1905,US,876017
1905,US,876016
1905,US,876015
1905,US,876014
1905,US,876013
1905,US,876012
1905,US,876011
1905,US,876010
1905,US,876009
1905,US,876008
1905,US,876007
1905,US,876006
1905,US,876005
1905,US,876004
1905,US,876003
1905,US,876002
1905,US,876001
1905,US,876000
1905,US,875999
1905,US,875998
1905,US,875997
1905,US,875996
1905,US,875995
1905,US,875994
1905,US,875993
1905,US,875992
1905,US,875991
1905,US,875990
1905,US,875989
1905,US,875988
1905,US,875987
1905,US,875986
1905,US,875985
1905,US,875984
1905,US,875983
1905,US,875982
1905,US,875981
1905,US,875980
1905,US,875979
1905,US,875978
1905,US,875977
1905,US,875976
1905,US,875975
1905,US,875974
1905,US,875973
1905,US,875972
1905,US,875971
1905,US,875970
1905,US,875969
1905,US,875968
1905,US,875967
1905,US,875966
1905,US,875965
1905,US,875964
1905,US,875963
1905,US,875962
1905,US,875961
1905,US,875960
1905,US,875959
1905,US,875958
1905,US,875957
1905,US,875956
1905,US,875955
1905,US,875954
1905,US,875953
1905,US,875952
1905,US,875951
1905,US,875950
1905,US,875949
1905,US,875948
1905,US,875947
1905,US,875946
1905,US,875945
1905,US,875944
1905,US,875943
1905,US,875942
1905,US,875941
1905,US,875940
1905,US,875939
1905,US,875938
1905,US,875937
1905,US,875936
1905,US,875935
1905,US,875934
1905,US,875933
1905,US,875932
1905,US,875931
1905,US,875930
1905,US,875929
1905,US,875928
1905,US,875927
1905,US,875926
1905,US,875925
1905,US,875924
1905,US,875923
1905,US,875922
1905,US,875921
1905,US,875920
1905,US,875919
1905,US,875918
1905,US,875917
1905,US,875916
